Sequenz;Verkaufsbeleg;Position;Name;MatBereitstell;Materialnummer;Text;Quality;;Quality-Version;YSOR vers.;Arbeitsplatz;Bedarfsmenge SD;Gewicht/1 ST [KG];Vorgangsmenge;Vorgangsmenge [TO];Gedrückt;Rest Presse;Rest Presse [TO];Auftrag;Modellnummer
0;520005114;900;Refel S.P.A.;20.03.2020;8100066456;5383A ZS65AL \ o.G.;900793;ZS65AL-9.77203.004-S;H003;'@9V@;HAND;8,000;24,236;10,000;0,242;0,000;10,000;0,242;110000160962;EP27462
0;520005114;940;Refel S.P.A.;20.03.2020;8100069354;ML300X300X180 GEHQ-H \ XF600-30 PD-Si96;900575;GEHQ-H-9.04703.005-A;H001;'@9V@;HAND;3,000;27,081;5,000;0,135;0,000;5,000;0,135;110000160964;S26518
0;520005114;990;Refel S.P.A.;20.03.2020;8100069355;ML300X300X180-1 GEHQ-H\ XF600-35 PD-Si96;900575;GEHQ-H-9.04703.005-A;H001;'@9V@;HAND;1,000;26,010;2,000;0,052;0,000;2,000;0,052;110000160966;S26518A
0;520005114;540;Refel S.P.A.;20.03.2020;8100092700;KS465X375X190 OT70-H \ 2512 PD-S70;900501;OT70-H-9.43003.002-S;H001;'@5F@;HAND;1,000;81,523;2,000;0,163;0,000;2,000;0,163;110000160948;P31813
0;520005114;850;Refel S.P.A.;20.03.2020;8100092701;F310X260X212 GEH-H \ 3718 PD-Si96;900574;GEH-H-9.04003.003-S;H001;'@9V@;HAND;4,000;26,827;5,000;0,134;0,000;5,000;0,134;110000160960;S26806
0;520005114;840;Refel S.P.A.;20.03.2020;8100092702;F260X225X185 GEH-H \ 3717 PD-Si96;900574;GEH-H-9.04003.003-S;H001;'@9V@;HAND;2,000;15,161;3,000;0,045;0,000;3,000;0,045;110000160956;S26807
0;520005114;760;Refel S.P.A.;20.03.2020;8100057657;2GB24 GEH-H \ 2GB24 PD-Si96;900574;GEH-H-9.04003.003-S;H001;'@9V@;HAND;7,000;5,442;8,000;0,044;0,000;8,000;0,044;110000160952;S2GB24
0;520005114;310;Refel S.P.A.;20.03.2020;8100092735;720X335X250 ZM20AB-H \ o.G.;900796;ZM20AB-H-9.70003.005-A;H001;'@9V@;HAND;2,000;180,900;3,000;0,543;0,000;3,000;0,543;110000160941;P31814
0;520005186;20;Schott AG;03.02.2020;8100054047;630X375X130 GEHQ-H \ 630X375X130 Si96;900575;GEHQ-H-9.04703.019-S;H002;'@9V@;HAND;60,000;55,283;64,000;3,538;58,000;6,000;0,332;110000158019;S23630
0;520005186;30;Schott AG;03.02.2020;8100054342;880X250X130 GEHQ-H \ 880X250X130 Si96;900575;GEHQ-H-9.04703.019-S;H002;'@9V@;HAND;30,000;51,480;33,000;1,699;30,000;3,000;0,154;110000158021;S23632
0;520005114;1010;Refel S.P.A.;20.03.2020;8100087452;5383A ZM20AB-H \ 5383A PD-ZM20;900796;ZM20AB-H-9.70003.005-A;H001;'@9V@;HAND;8,000;19,134;10,000;0,191;0,000;10,000;0,191;110000161139;S21410
0;520004787;4280;Vimexico SA de CV;18.11.2019;8100091279;WL297X280X230 GEH-H \ WL297x280x230 PD-S;900574;GEH-H-9.04003.003-S;H001;'@9V@;HAND;10,000;27,464;12,000;0,330;0,000;12,000;0,330;110000161085;S26787
0;520005177;40;DOMINION Deutschland GmbH;28.02.2020;8100074406;10313-3 K99-H \ 10313-3 Karrbrick K99;900522;K99-H-9.69003.003-S;H001;'@9V@;HAND;2,000;20,789;4,000;0,083;0,000;4,000;0,083;110000161097;P30833
0;520005177;50;DOMINION Deutschland GmbH;28.02.2020;8100074407;10313-4 K99-H \ 10313-4 Karrbrick K99;900522;K99-H-9.69003.003-S;H001;'@9V@;HAND;2,000;19,527;4,000;0,078;0,000;4,000;0,078;110000161099;P30834
0;520005177;60;DOMINION Deutschland GmbH;28.02.2020;8100093013;10384-1 OFL148-H \ o.G.;900599;OFL148-H-9.69113.001-S;H001;'@5F@;HAND;2,000;20,639;3,000;0,062;0,000;3,000;0,062;110000161103;S26824
0;520005177;70;DOMINION Deutschland GmbH;28.02.2020;8100093014;10384-2 OFL148-H \ o.G.;900599;OFL148-H-9.69113.001-S;H001;'@5F@;HAND;2,000;22,476;3,000;0,067;0,000;3,000;0,067;110000161107;S26825
0;520005177;80;DOMINION Deutschland GmbH;28.02.2020;8100093015;10384-3 OFL148-H \ o.G.;900599;OFL148-H-9.69113.001-S;H001;'@5F@;HAND;2,000;21,683;3,000;0,065;0,000;3,000;0,065;110000161111;S26826
0;520005177;90;DOMINION Deutschland GmbH;28.02.2020;8100093017;10384-4 OFL148-H \ o.G.;900599;OFL148-H-9.69113.001-S;H001;'@5F@;HAND;2,000;22,491;3,000;0,067;0,000;3,000;0,067;110000161115;S26827
0;520005177;10;DOMINION Deutschland GmbH;28.02.2020;8100060279;10372 K99-H \ 10372 Karrbrick K99;900522;K99-H-9.69003.003-S;H001;'@9V@;HAND;48,000;4,743;45,000;0,213;0,000;45,000;0,213;110000161136;P30153
0;520004482;50;Salzgitter Flachstahl GmbH;12.04.2019;8100053827;4C OT60-H \ 4C OT60;900499;OT60-H-9.41003.003-S;H001;'@5F@;HAND;18,000;35,950;14,000;0,503;0,000;14,000;0,503;110000126835;P27855
0;520004844;10;Umicore AG & Co.KG;09.09.2019;8100089406;F250X35-15 MU75AF-H \ F250x35-15 PD-M75f;900795;MU75AF-H-9.43903.002-S;H001;'@9V@;HAND;6,000;3,874;7,000;0,027;0,000;7,000;0,027;110000134802;P31674
0;520004855;100;Vetropack Straza d.d.;03.01.2020;8100076337;F750X380X270 OT70K-H \ 50009 PD-S70+;900590;OT70K-H-9.43003.003-S;H001;'@5F@;HAND;6,000;168,208;8,000;1,346;0,000;8,000;1,346;110000135354;P30952A
0;520004793;70;Hydro Aluminium A.S.;20.04.2020;8100053086;200 HR50 \ 200 PD-S52;900596;HR50-H-9.39803.003-S;H001;'@5F@;HAND;100,000;20,721;105,000;2,176;0,000;105,000;2,176;110000137204;M.-16402
0;520004793;140;Hydro Aluminium A.S.;29.05.2020;8100053086;200 HR50 \ 200 PD-S52;900596;HR50-H-9.39803.003-S;H001;'@5F@;HAND;100,000;20,721;105,000;2,176;0,000;105,000;2,176;110000137211;M.-16402
0;520004793;220;Hydro Aluminium A.S.;10.08.2020;8100053086;200 HR50 \ 200 PD-S52;900596;HR50-H-9.39803.003-S;H001;'@5F@;HAND;100,000;20,721;105,000;2,176;0,000;105,000;2,176;110000137218;M.-16402
0;520004793;290;Hydro Aluminium A.S.;19.10.2020;8100053086;200 HR50 \ 200 PD-S52;900596;HR50-H-9.39803.003-S;H001;'@5F@;HAND;100,000;20,721;105,000;2,176;0,000;105,000;2,176;110000137225;M.-16402
0;520004604;20;Züblin Chimney and Refractory GmbH;09.07.2019;8100088020;0074-11 MU85AB-H \ o.G.;900785;MU85AB-H-9.46003.000;H001;'@5F@;HAND;90,000;36,064;13,000;0,469;0,000;13,000;0,469;110000137925;Y3565
0;;0;;;8100054907;E1230 OT60-H \ E1230 OT60;900499;OT60-H-9.41003.003-S;H001;'@5F@;HAND;27,000;8,300;27,000;0,224;0,000;27,000;0,224;110000137993;P24856
0;;0;;;8100069977;E1304 OM70S-H \ E1304 OM70S;900652;K90-9.67001.001-S;H002;'@5F@;HAND;19,000;42,240;19,000;0,803;0,000;19,000;0,803;110000138004;P27667
0;;0;;;8100069978;E929 OM70S-H \ E929 OM70S;900544;OM70S-H-9.43903.000-S;H001;'@9V@;HAND;75,000;4,356;75,000;0,327;0,000;75,000;0,327;110000138006;P23636A
0;;0;;;8100090016;E1452 OT60-H \ E1452 OT60;900499;OT60-H-9.41003.003-S;H001;'@5F@;HAND;75,000;5,450;75,000;0,409;0,000;75,000;0,409;110000138016;P28086
0;;0;;;8100090017;E1453 OT60-H \ E1453 OT60;900499;OT60-H-9.41003.003-S;H001;'@5F@;HAND;75,000;4,900;75,000;0,368;0,000;75,000;0,368;110000138022;P28086A
0;;0;;;8100054902;E1151 OT60-H \ E1151 OT60;900499;OT60-H-9.41003.003-S;H001;'@5F@;HAND;20,000;16,725;20,000;0,335;0,000;20,000;0,335;110000138044;P23640
0;;0;;;8100054903;E1152 K85-H \ E1152 K85;900520;K85-9.66001.001-S;H001;'@5F@;HAND;20,000;38,763;20,000;0,775;0,000;20,000;0,775;110000138048;P23641
0;;0;;;8100062741;500X240X230 G100-H \ 500X240X230 Si100nl;900637;G100-H-9.07703.000-S;H001;'@5F@;HAND;2,000;52,440;2,000;0,105;0,000;2,000;0,105;110000139007;S26052
0;520004604;40;Züblin Chimney and Refractory GmbH;09.07.2019;8100088017;0074-13 MU85AB-H \ o.G.;900785;MU85AB-H-9.46003.002-S;H003;'@5F@;HAND;90,000;37,856;21,000;0,795;0,000;21,000;0,795;110000139765;Y3564
0;520004937;80;Encirc Limited;21.02.2020;8100090743;ML125/120.500_3 GEH-H \ ML125/120.500_3;900574;GEH-H-9.04003.003-S;H001;'@9V@;HAND;10,000;16,107;11,000;0,177;0,000;11,000;0,177;110000140492;S26774
0;520004961;190;Hydro Aluminium A.S.;03.02.2020;8100053766;F250X158X147 OM60HA-H \ 43 OT60;900585;OM60HA-H-9.41903.000-S;H001;'@5F@;HAND;100,000;11,460;104,000;1,192;0,000;104,000;1,192;110000142698;P28119
0;520004855;13130;Vetropack Straza d.d.;03.01.2020;8100063665;F287X200X120 ZS65AL \ 60205 PD-ZS65c;900793;ZS65AL-9.77203.004-S;H003;'@9V@;HAND;14,000;21,443;16,000;0,343;0,000;16,000;0,343;110000145198;P30233
0;520004855;13180;Vetropack Straza d.d.;03.01.2020;8100063668;ML276X146X146 ZS65AL \ 60210 PD-ZS65c;900793;ZS65AL-9.77203.004-S;H003;'@9V@;HAND;8,000;21,041;10,000;0,210;0,000;10,000;0,210;110000145212;P30236
0;520004855;13140;Vetropack Straza d.d.;03.01.2020;8100090566;ST324X250X240 ZM20AB-H \ 60206 PD-ZM20;900796;ZM20AB-H-9.70003.008-S;H002;'@9V@;HAND;4,000;20,460;5,000;0,102;0,000;5,000;0,102;110000145201;P31756
0;520004855;13150;Vetropack Straza d.d.;03.01.2020;8100090568;F541X460X100 ZM20AB-H \ 60207 PD-ZM20;900796;ZM20AB-H-9.70003.008-S;H002;'@9V@;HAND;2,000;48,450;3,000;0,145;0,000;3,000;0,145;110000145204;P31753
0;520004855;13160;Vetropack Straza d.d.;03.01.2020;8100090572;F130X130X427 ZM20AB-H \ 60208 PD-ZM20;900796;ZM20AB-H-9.70003.008-S;H002;'@9V@;HAND;4,000;14,430;5,000;0,072;0,000;5,000;0,072;110000145207;P31754
0;520004855;13170;Vetropack Straza d.d.;03.01.2020;8100090587;F541X460X155 ZM20AB-H \ 60209 PD-ZM20;900796;ZM20AB-H-9.70003.008-S;H002;'@9V@;HAND;2,000;107,790;3,000;0,323;0,000;3,000;0,323;110000145210;P31755
0;520004400;1025;SAINT-GOBAIN GLASS;13.01.2020;8100091029;13.185 GEH-H \ 13.185 PD-Si96;900574;GEH-H-9.04003.003-S;H001;'@9V@;HAND;57,000;2,730;60,000;0,164;10,000;50,000;0,137;110000146242;S24750
0;520005061;252;Encirc Limited;24.02.2020;8100091418;WL325X312X230 OT70K-H \ 5403_1 PD-S70+;900590;OT70K-H-9.43003.003-S;H001;'@5F@;HAND;22,000;48,079;33,000;1,587;0,000;33,000;1,587;110000148989;P31797
0;520005061;253;Encirc Limited;24.02.2020;8100091419;F450/350.312.230 OT70K-H\ 5403_2 PD-S70+;900590;OT70K-H-9.43003.003-S;H001;'@5F@;HAND;22,000;76,916;33,000;2,538;0,000;33,000;2,538;110000148994;P31798
0;520005061;254;Encirc Limited;24.02.2020;8100091420;450/350.312.230 OT70K-H \ 5403_3 PD-S70+;900590;OT70K-H-9.43003.003-S;H001;'@5F@;HAND;11,000;76,916;22,000;1,692;0,000;22,000;1,692;110000148999;P31799
0;520005061;270;Encirc Limited;24.02.2020;8100091417;KS465X465X230 OT70K-H \ 5404 PD-S70+;900590;OT70K-H-9.43003.003-S;H001;'@5F@;HAND;22,000;95,998;24,000;2,304;0,000;24,000;2,304;110000149004;P31796
0;520005080;60;Schott Tubing (Zhejiang) Co. Ltd.;30.01.2020;8100091452;500X500X40 ZS65AL \ 500x500x40 PD-ZS65c;900793;ZS65AL-9.77203.004-S;H003;'@9V@;HAND;2,000;38,000;3,000;0,114;0,000;3,000;0,114;110000149132;P2A
0;520005083;60;Schott Tubing (Zhejiang) Co. Ltd.;29.07.2020;8100091452;500X500X40 ZS65AL \ 500x500x40 PD-ZS65c;900793;ZS65AL-9.77203.004-S;H003;'@9V@;HAND;2,000;38,000;3,000;0,114;0,000;3,000;0,114;110000149142;P2A
0;520005099;50;Schott AG;31.01.2020;8100091452;500X500X40 ZS65AL \ 500x500x40 PD-ZS65c;900793;ZS65AL-9.77203.004-S;H003;'@9V@;HAND;10,000;38,000;15,000;0,570;0,000;15,000;0,570;110000149785;P2A
0;520005108;10;Refratechnik Cement GmbH;27.01.2020;8100052545;1-34/A152 K98-H \ 1-34/A152 C95f+;900592;K98-H-9.69103.002-S;H001;'@5F@;HAND;50,000;14,774;52,000;0,768;0,000;52,000;0,768;110000152014;EP21809A
0;520005110;20;Schott AG;31.01.2020;8100059410;600X400X100 MU75AF-H\600X400X100 PD-M75f;900795;MU75AF-H-9.43903.002-S;H001;'@9V@;HAND;40,000;62,400;42,000;2,621;0,000;42,000;2,621;110000152024;P30666A
0;520005104;10;NGK CERAMICS POLSKA Sp. z o. o.;23.01.2020;8100056399;KD-02/1/2 K99-H \ KD-02/1/2 K99-O;900522;K99-H-9.69003.003-S;H001;'@9V@;HAND;100,000;23,518;71,000;1,670;0,000;71,000;1,670;110000152096;P30000
0;520005104;20;NGK CERAMICS POLSKA Sp. z o. o.;23.01.2020;8100056404;KD-04/1/2 K99-H \ KD-04/1/2 K99-O;900522;K99-H-9.69003.003-S;H001;'@9V@;HAND;50,000;26,517;52,000;1,379;0,000;52,000;1,379;110000152098;P30001
0;520005104;80;NGK CERAMICS POLSKA Sp. z o. o.;23.01.2020;8100056447;KD-81 K99-H \ KD-81 K99-O;900522;K99-H-9.69003.003-S;H001;'@9V@;HAND;16,000;22,233;17,000;0,378;0,000;17,000;0,378;110000152100;P29726A
0;520005104;100;NGK CERAMICS POLSKA Sp. z o. o.;23.01.2020;8100055334;KD-109/1 K99-H \ KD-109/1 K99-O;900522;K99-H-9.69003.003-S;H001;'@9V@;HAND;58,000;15,335;51,000;0,782;0,000;51,000;0,782;110000152102;P29728
0;520005104;120;NGK CERAMICS POLSKA Sp. z o. o.;23.01.2020;8100055343;KD-114/1 K99-H \ KD-114/1 K99-O;900522;K99-H-9.69003.003-S;H001;'@9V@;HAND;44,000;1,238;46,000;0,057;0,000;46,000;0,057;110000152104;P29724A
0;520005104;150;NGK CERAMICS POLSKA Sp. z o. o.;23.01.2020;8100055348;KD-125 K99-H \ KD-125 K99-O;900522;K99-H-9.69003.003-S;H001;'@9V@;HAND;82,000;5,806;86,000;0,499;0,000;86,000;0,499;110000152106;P29723B
0;520005104;160;NGK CERAMICS POLSKA Sp. z o. o.;23.01.2020;8100055359;KD-301 K99-H \ KD-301 K99-O;900522;K99-H-9.69003.003-S;H001;'@9V@;HAND;90,000;16,271;81,000;1,318;0,000;81,000;1,318;110000152108;P29719
0;520005104;190;NGK CERAMICS POLSKA Sp. z o. o.;23.01.2020;8100055365;KD-38 K99-H \ KD-38 K99-O;900522;K99-H-9.69003.003-S;H001;'@9V@;HAND;38,000;6,862;40,000;0,274;0,000;40,000;0,274;110000152110;P29723C
0;520005104;200;NGK CERAMICS POLSKA Sp. z o. o.;23.01.2020;8100055338;KD-111/1 K99-H \ KD-111/1 K99-O;900522;K99-H-9.69003.003-S;H001;'@9V@;HAND;92,000;19,201;96,000;1,843;0,000;96,000;1,843;110000152112;P29729A
0;520005104;210;NGK CERAMICS POLSKA Sp. z o. o.;23.01.2020;8100061031;KD-112/2 K99-H \ KD-112/2 K99;900522;K99-H-9.69003.003-S;H001;'@9V@;HAND;92,000;19,462;96,000;1,868;0,000;96,000;1,868;110000152114;P29729B
0;520005104;240;NGK CERAMICS POLSKA Sp. z o. o.;23.01.2020;8100055335;KD-109R K99-H \ KD-109R K99-O;900522;K99-H-9.69003.003-S;H001;'@9V@;HAND;7,000;12,942;2,000;0,026;0,000;2,000;0,026;110000152120;P29429
0;520005104;250;NGK CERAMICS POLSKA Sp. z o. o.;23.01.2020;8100055337;KD-110R K99-H \ KD-110R K99-O;900522;K99-H-9.69003.003-S;H001;'@9V@;HAND;14,000;16,594;13,000;0,216;0,000;13,000;0,216;110000152122;P30737
0;520005104;260;NGK CERAMICS POLSKA Sp. z o. o.;23.01.2020;8100055339;KD-111R K99-H \ KD-111R K99-O;900522;K99-H-9.69003.003-S;H001;'@9V@;HAND;14,000;16,724;13,000;0,217;0,000;13,000;0,217;110000152124;P30738
0;520005104;270;NGK CERAMICS POLSKA Sp. z o. o.;23.01.2020;8100055341;KD-112R K99-H \ KD-112R K99-O;900522;K99-H-9.69003.003-S;H001;'@9V@;HAND;14,000;16,887;13,000;0,220;0,000;13,000;0,220;110000152126;P29430B
0;520005104;300;NGK CERAMICS POLSKA Sp. z o. o.;23.01.2020;8100055332;230X181X120 K99-H \ KD-08 K99-O;900522;K99-H-9.69003.003-S;H001;'@9V@;HAND;85,000;16,300;89,000;1,451;83,000;6,000;0,098;110000152128;P29797
0;520005104;310;NGK CERAMICS POLSKA Sp. z o. o.;23.01.2020;8100055346;KD-116 K99-H \ KD-116 K99-O;900522;K99-H-9.69003.003-S;H001;'@9V@;HAND;13,000;7,367;15,000;0,111;0,000;15,000;0,111;110000152130;P29801
0;520005104;320;NGK CERAMICS POLSKA Sp. z o. o.;23.01.2020;8100055347;KD-117 K99-H \ KD-117 K99-O;900522;K99-H-9.69003.003-S;H001;'@9V@;HAND;24,000;6,602;26,000;0,172;0,000;26,000;0,172;110000152132;P29802
0;520005104;330;NGK CERAMICS POLSKA Sp. z o. o.;23.01.2020;8100056415;KD-17/1 K99-H \ KD-17/1 K99-O;900522;K99-H-9.69003.003-S;H001;'@9V@;HAND;12,000;2,370;14,000;0,033;0,000;14,000;0,033;110000152134;P29724B
0;520005104;360;NGK CERAMICS POLSKA Sp. z o. o.;23.01.2020;8100055362;KD-304 K99-H \ KD-304 K99-O;900522;K99-H-9.69003.003-S;H001;'@9V@;HAND;25,000;10,976;27,000;0,296;0,000;27,000;0,296;110000152138;P29720B
0;520005104;370;NGK CERAMICS POLSKA Sp. z o. o.;23.01.2020;8100061033;KD-38-32 K99-H \ KD-38-32 K99;900522;K99-H-9.69003.003-S;H001;'@9V@;HAND;5,000;3,338;6,000;0,020;0,000;6,000;0,020;110000152140;P29800
0;520005104;380;NGK CERAMICS POLSKA Sp. z o. o.;23.01.2020;8100056443;KD-80 K99-H \ KD-80 K99-O;900522;K99-H-9.69003.003-S;H001;'@9V@;HAND;24,000;6,934;26,000;0,180;0,000;26,000;0,180;110000152142;P29814C
0;520005104;400;NGK CERAMICS POLSKA Sp. z o. o.;23.01.2020;8100055351;KD-17/2 K99-H \ KD-17/2 K99-O;900522;K99-H-9.69003.003-S;H001;'@9V@;HAND;12,000;5,790;14,000;0,081;0,000;14,000;0,081;110000152144;P29814
0;520005104;430;NGK CERAMICS POLSKA Sp. z o. o.;23.01.2020;8100056405;KD-13/15 K99-H \ KD-13/15 K99-O;900522;K99-H-9.69003.003-S;H001;'@9V@;HAND;195,000;26,644;164,000;4,370;99,000;65,000;1,732;110000152146;P29998
0;520005104;440;NGK CERAMICS POLSKA Sp. z o. o.;23.01.2020;8100056445;KD-18/1 K99-H \ KD-18/1 K99-O;900522;K99-H-9.69003.003-S;H001;'@9V@;HAND;15,000;3,583;17,000;0,061;0,000;17,000;0,061;110000152148;P29724C
0;520005104;450;NGK CERAMICS POLSKA Sp. z o. o.;23.01.2020;8100056446;KD-18/2 K99-H \ KD-18/2 K99-O;900522;K99-H-9.69003.003-S;H001;'@9V@;HAND;15,000;8,730;17,000;0,148;0,000;17,000;0,148;110000152150;P29814A
0;520005104;460;NGK CERAMICS POLSKA Sp. z o. o.;23.01.2020;8100055352;KD-20 K99-H \ KD-20 K99-O;900522;K99-H-9.69003.003-S;H001;'@9V@;HAND;32,000;9,813;34,000;0,334;0,000;34,000;0,334;110000152152;P29814B
0;520005104;470;NGK CERAMICS POLSKA Sp. z o. o.;23.01.2020;8100055336;KD-110/1 K99-H \ KD-110/1 K99-O;900522;K99-H-9.69003.003-S;H001;'@9V@;HAND;92,000;19,071;96,000;1,831;0,000;96,000;1,831;110000152154;P29729
0;520005104;220;NGK CERAMICS POLSKA Sp. z o. o.;23.01.2020;8100055372;KD-98 K99-H \ KD-98 K99-O;900522;K99-H-9.69003.003-S;H001;'@9V@;HAND;32,000;4,369;34,000;0,149;0,000;34,000;0,149;110000152116;P29725
0;520005096;100;Dominion Global France S.A.S.;08.04.2020;8100053938;5354 GEH-H \ 5354 PD-Si96;900574;GEH-H-9.04003.003-S;H001;'@9V@;HAND;70,000;15,288;73,000;1,116;0,000;73,000;1,116;110000154233;S12790
0;520005098;90;Dominion Global France S.A.S.;08.04.2020;8100082683;SH3544 GEH-H \ SH3544 PD-Si96;900574;GEH-H-9.04003.003-S;H001;'@9V@;HAND;78,000;6,963;82,000;0,571;0,000;82,000;0,571;110000154175;ES11880
0;520005096;80;Dominion Global France S.A.S.;08.04.2020;8100082682;SHS5451 GEH-H \ SHS5451 PD-Si96;900574;GEH-H-9.04003.003-S;H001;'@9V@;HAND;70,000;7,919;73,000;0,578;0,000;73,000;0,578;110000154225;S24841
0;520005096;90;Dominion Global France S.A.S.;08.04.2020;8100082683;SH3544 GEH-H \ SH3544 PD-Si96;900574;GEH-H-9.04003.003-S;H001;'@9V@;HAND;70,000;6,963;73,000;0,508;0,000;73,000;0,508;110000154229;ES11880
0;520005131;10;Evonik Degussa Corporation;17.02.2020;8100059079;F430X344X90 KR90AB-H \ 7733-1-1 C90f+;900787;KR90AB-H-9.67203.000-S;H001;'@5F@;HAND;30,000;34,835;17,000;0,592;0,000;17,000;0,592;110000154524;Y648
0;520005081;80;Schott Tubing (Zhejiang) Co. Ltd.;30.01.2020;8100054342;880X250X130 GEHQ-H \ 880X250X130 Si96;900575;GEHQ-H-9.04703.019-S;H002;'@9V@;HAND;10,000;51,480;11,000;0,566;0,000;11,000;0,566;110000149186;S23632
0;520005084;70;Schott Tubing (Zhejiang) Co. Ltd.;29.07.2020;8100054047;630X375X130 GEHQ-H \ 630X375X130 Si96;900575;GEHQ-H-9.04703.019-S;H002;'@9V@;HAND;5,000;55,283;6,000;0,332;0,000;6,000;0,332;110000149212;S23630
0;520005084;80;Schott Tubing (Zhejiang) Co. Ltd.;29.07.2020;8100054342;880X250X130 GEHQ-H \ 880X250X130 Si96;900575;GEHQ-H-9.04703.019-S;H002;'@9V@;HAND;10,000;51,480;11,000;0,566;0,000;11,000;0,566;110000149214;S23632
0;;0;;;8100079103;HT1 K99-H \ HT1 K99;900522;K99-H-9.69003.003-S;H001;'@9V@;HAND;2,000;18,804;2,000;0,038;0,000;2,000;0,038;110000154958;P31109
0;;0;;;8100079104;R287X55X70 K99-H \ HT2 K99;900522;K99-H-9.69003.003-S;H001;'@9V@;HAND;8,000;8,782;8,000;0,070;0,000;8,000;0,070;110000154960;P31110
0;;0;;;8100079106;R348X105X95 K99-H \ HT3 K99;900522;K99-H-9.69003.003-S;H001;'@9V@;HAND;10,000;9,972;10,000;0,100;0,000;10,000;0,100;110000154962;P31111
0;;0;;;8100079107;R398X155X108 K99-H \ HT4 K99;900522;K99-H-9.69003.003-S;H001;'@9V@;HAND;13,000;10,002;13,000;0,130;0,000;13,000;0,130;110000154964;P31112
0;;0;;;8100079109;R448X205X108 K99-H \ HT5 PD-C99;900522;K99-H-9.69003.003-S;H001;'@9V@;HAND;17,000;6,615;17,000;0,112;0,000;17,000;0,112;110000154966;P31113
0;;0;;;8100079123;R698X455X108 K99-H \ HT10 PD-C99;900522;K99-H-9.69003.003-S;H001;'@9V@;HAND;32,000;5,868;32,000;0,188;0,000;32,000;0,188;110000154976;P31118
0;;0;;;8100079130;R798X555X106 K99-H \ HT12 PD-C99;900522;K99-H-9.69003.003-S;H001;'@9V@;HAND;37,000;5,760;37,000;0,213;0,000;37,000;0,213;110000154980;P31120
0;;0;;;8100079131;R848X605X106 K99-H \ HT13 PD-C99;900522;K99-H-9.69003.003-S;H001;'@9V@;HAND;40,000;5,620;40,000;0,225;0,000;40,000;0,225;110000154982;P31121
0;;0;;;8100079132;R898X655X104 K99-H \ HT14 PD-C99;900522;K99-H-9.69003.003-S;H001;'@9V@;HAND;42,000;5,480;42,000;0,230;0,000;42,000;0,230;110000154984;P31122
0;;0;;;8100080666;R1098X855X104 K99-H \ HT18 PD-C99;900522;K99-H-9.69003.003-S;H001;'@9V@;HAND;53,000;5,294;53,000;0,281;0,000;53,000;0,281;110000154992;P31184
0;;0;;;8100080678;R1148X905X104 K99-H \ HT19 PD-C99;900522;K99-H-9.69003.003-S;H001;'@9V@;HAND;56,000;5,363;56,000;0,300;0,000;56,000;0,300;110000154994;P31185
0;;0;;;8100080731;R1248X1005X103 K99-H \ HT21 PD-C99;900522;K99-H-9.69003.003-S;H001;'@9V@;HAND;62,000;5,209;62,000;0,323;0,000;62,000;0,323;110000154998;P31187
0;;0;;;8100080735;R1298X1055X103 K99-H \ HT22 PD-C99;900522;K99-H-9.69003.003-S;H001;'@9V@;HAND;65,000;5,154;65,000;0,335;0,000;65,000;0,335;110000155000;P31188
0;520005098;100;Dominion Global France S.A.S.;08.04.2020;8100055683;5255 GEH-H \ 5255 PD-Si96;900574;GEH-H-9.04003.003-S;H001;'@9V@;HAND;78,000;11,688;82,000;0,958;0,000;82,000;0,958;110000155032;S21850
0;520005098;120;Dominion Global France S.A.S.;08.04.2020;8100079577;6157 GEHQ-H \ 6157 PD-Si96;900575;GEHQ-H-9.04703.019-S;H002;'@9V@;HAND;68,000;37,206;71,000;2,642;0,000;71,000;2,642;110000155034;S25631A
0;520005098;130;Dominion Global France S.A.S.;08.04.2020;8100079604;6157 Q98X-GF-H \ 6157 PD-Si98fc;900866;Q98X-GF-H-9.07703.604-S;H001;'@5F@;HAND;90,000;35,759;94,000;3,361;0,000;94,000;3,361;110000155036;S25631A
0;520005118;80;17 DENIZLI CAM SAN.;20.03.2020;8100059244;WL423X260X100-A GEH-H \ R21-3A PD-Si96;900574;GEH-H-9.04003.003-S;H001;'@9V@;HAND;13,000;6,588;15,000;0,099;0,000;15,000;0,099;110000155847;S21844C
0;520005118;90;17 DENIZLI CAM SAN.;20.03.2020;8100059246;WL423X260X100-B GEH-H \ R21-3B PD-Si96;900574;GEH-H-9.04003.003-S;H001;'@9V@;HAND;13,000;10,829;15,000;0,162;0,000;15,000;0,162;110000155851;S21844D
0;520005118;110;17 DENIZLI CAM SAN.;20.03.2020;8100059253;WL423X260X100 GEH-H \ R21-5 PD-Si96;900574;GEH-H-9.04003.003-S;H001;'@9V@;HAND;115,000;11,612;120,000;1,393;0,000;120,000;1,393;110000155855;S21844A
0;520005118;120;17 DENIZLI CAM SAN.;20.03.2020;8100091933;WLS506X162X100 GEH-H \ R31-6 PD-Si96;900574;GEH-H-9.04003.003-S;H001;'@9V@;HAND;135,000;13,304;140,000;1,863;0,000;140,000;1,863;110000155859;S25834
0;520005118;130;17 DENIZLI CAM SAN.;20.03.2020;8100091934;WLS506X162X50 GEH-H \ R31-7 PD-Si96;900574;GEH-H-9.04003.003-S;H001;'@9V@;HAND;2,000;6,661;3,000;0,020;0,000;3,000;0,020;110000155863;S25834A
